Onimusha 3: Demon Siege,PS2,2004,Action,Capcom,0.37,0.47,0.54,0.07,1.45,85.0,53.0,8.6,70.0,Capcom,M
Red Dead Revolver,PS2,2004,Shooter,Take-Two Interactive,0.71,0.55,0.0,0.19,1.45,73.0,42.0,7.8,70.0,Rockstar San Diego,M
Resident Evil: Outbreak,PS2,2003,Action,Capcom,0.54,0.35,0.46,0.1,1.45,71.0,40.0,8.3,94.0,Capcom,M
Mass Effect 2,PS3,2011,Role-Playing,Electronic Arts,0.78,0.45,0.03,0.19,1.45,94.0,62.0,8.5,1078.0,BioWare,M
LEGO Battles: Ninjago,DS,2011,Strategy,Warner Bros. Interactive Entertainment,1.02,0.32,0.0,0.11,1.44,59.0,14.0,6.9,11.0,Hellbent Games,E
NBA 2K14,PS4,2013,Sports,Take-Two Interactive,0.89,0.31,0.01,0.23,1.44,85.0,20.0,6.5,368.0,Visual Concepts,E
SingStar Pop,PS2,2007,Misc,Sony Computer Entertainment,0.04,1.08,0.0,0.32,1.44,73.0,13.0,7.5,8.0,SCEE London Studio,E10+
My Word Coach,DS,2007,Misc,Ubisoft,0.37,0.89,0.0,0.18,1.44,71.0,7.0,6.8,5.0,Ubisoft,E
Tiger Woods PGA Tour 2005,PS2,2004,Sports,Electronic Arts,1.03,0.32,0.0,0.09,1.44,88.0,30.0,8.2,20.0,EA Sports,E
NCAA Football 2003,PS2,2002,Sports,Electronic Arts,1.16,0.08,0.0,0.19,1.44,91.0,19.0,8.6,27.0,EA Sports,E
Frogger 2: Swampy's Revenge,PS,1999,Action,Hasbro Interactive,0.8,0.54,0.0,0.09,1.43,77.0,4.0,7.7,7.0,Blitz Games,E
Star Wars: The Force Unleashed II,X360,2010,Action,LucasArts,0.95,0.37,0.0,0.11,1.43,61.0,59.0,5.7,180.0,LucasArts,T
WWE SmackDown vs Raw 2008,X360,2007,Fighting,THQ,0.92,0.38,0.0,0.13,1.43,71.0,41.0,6.8,48.0,Yuke's,T
Kinect Joy Ride,X360,2010,Racing,Microsoft Game Studios,0.92,0.39,0.0,0.12,1.43,52.0,46.0,5,20.0,BigPark,E
Smarty Pants,Wii,2007,Misc,Electronic Arts,0.52,0.75,0.0,0.16,1.43,65.0,26.0,7.6,10.0,Planet Moon Studios,E
Call of Duty Black Ops: Declassified,PSV,2012,Action,Activision,0.7,0.4,0.07,0.26,1.43,33.0,58.0,4.8,477.0,Nihilistic,M
Classic NES Series: Super Mario Bros.,GBA,2004,Platform,Nintendo,0.0,0.0,1.39,0.03,1.43,84.0,14.0,8.6,43.0,Nintendo,E
Disney Infinity,X360,2013,Action,Disney Interactive Studios,0.96,0.34,0.0,0.13,1.43,74.0,38.0,6.5,79.0,Avalanche Software,E10+
Anno 2070,PC,2011,Strategy,Ubisoft,0.0,1.13,0.0,0.29,1.43,83.0,33.0,7,492.0,Blue Byte Related Designs,T
Hasbro Family Game Night,Wii,2008,Puzzle,Electronic Arts,0.96,0.33,0.0,0.13,1.42,63.0,12.0,7.5,11.0,EA Bright Light,E
Sonic Rivals,PSP,2006,Racing,Sega,0.73,0.42,0.0,0.27,1.42,64.0,25.0,7.9,37.0,Backbone Entertainment,E
BioShock,PS3,2008,Shooter,Take-Two Interactive,0.75,0.46,0.01,0.2,1.42,94.0,51.0,8.7,879.0,Digital Extremes 2K Marin,M
Cabela's Big Game Hunter,PS2,2002,Sports,Activision,0.7,0.54,0.0,0.18,1.42,59.0,7.0,7.8,12.0,Sand Grain Studios,T
The Legend of Zelda: The Minish Cap,GBA,2004,Action,Nintendo,0.89,0.22,0.22,0.1,1.42,89.0,56.0,9,201.0,Flagship,E
SimCity (2013),PC,2013,Simulation,Electronic Arts,0.48,0.77,0.0,0.17,1.42,64.0,75.0,2.2,4572.0,Maxis,E10+
NFL Street,PS2,2004,Sports,Electronic Arts,1.15,0.08,0.0,0.19,1.42,80.0,36.0,8.9,45.0,EA Tiburon,E
Dead Space 2,PS3,2011,Shooter,Electronic Arts,0.73,0.48,0.0,0.21,1.42,89.0,78.0,8.4,534.0,Visceral Games,M
Mass Effect 3,PS3,2012,Role-Playing,Electronic Arts,0.63,0.56,0.03,0.2,1.42,93.0,30.0,5.5,1844.0,BioWare,M
Tiger Woods PGA Tour 09 All-Play,Wii,2008,Sports,Electronic Arts,0.8,0.47,0.0,0.14,1.42,81.0,18.0,8.7,34.0,EA Tiburon,E
Rayman Raving Rabbids,Wii,2006,Misc,Ubisoft,1.22,0.06,0.02,0.11,1.42,76.0,54.0,7.8,115.0,Ubisoft Montpellier,E
Metal Gear Rising: Revengeance,PS3,2013,Action,Konami Digital Entertainment,0.45,0.37,0.44,0.16,1.41,80.0,61.0,7.9,745.0,PlatinumGames,M
Dragon Quest Monsters: Joker 2,DS,2010,Role-Playing,Square Enix,0.09,0.07,1.24,0.02,1.41,77.0,33.0,7.3,15.0,TOSE,E
UFC Undisputed 2010,PS3,2010,Fighting,THQ,0.8,0.4,0.02,0.18,1.41,85.0,54.0,7.2,48.0,Yuke's,T
Medal of Honor: Warfighter,PS3,2012,Action,Electronic Arts,0.47,0.62,0.06,0.26,1.41,55.0,22.0,6,250.0,Danger Close,M
Twisted Metal: Black,PS2,2001,Racing,Sony Computer Entertainment,1.19,0.17,0.0,0.05,1.41,91.0,15.0,8.5,96.0,Incognito Inc.,M
NASCAR 2005: Chase for the Cup,PS2,2004,Racing,Electronic Arts,0.69,0.54,0.0,0.18,1.41,87.0,19.0,8.4,15.0,EA Tiburon,E
Fight Night Round 4,X360,2009,Fighting,Electronic Arts,0.95,0.33,0.0,0.13,1.4,87.0,76.0,8.1,86.0,EA Canada,T
Sonic's Ultimate Genesis Collection,X360,2009,Misc,Sega,0.85,0.43,0.0,0.13,1.4,79.0,45.0,8.5,40.0,Backbone Entertainment,E10+
Spider-Man: The Movie,XB,2002,Action,Activision,1.07,0.28,0.0,0.05,1.4,79.0,29.0,7.5,11.0,Treyarch,E
LEGO Star Wars II: The Original Trilogy,PSP,2006,Action,LucasArts,0.58,0.5,0.0,0.32,1.4,83.0,11.0,8.6,26.0,Traveller's Tales,E10+
Dead Space,X360,2008,Action,Electronic Arts,0.89,0.39,0.0,0.13,1.4,89.0,79.0,8.7,766.0,EA Redwood Shores,M
Diablo III,X360,2013,Role-Playing,Activision,0.89,0.39,0.0,0.12,1.4,87.0,42.0,6.6,383.0,Blizzard Entertainment,M
Ridge Racer,PSP,2004,Racing,Sony Computer Entertainment,0.36,0.44,0.32,0.27,1.4,88.0,58.0,8.2,65.0,Namco,E
LEGO Indiana Jones 2: The Adventure Continues,Wii,2009,Action,Activision,0.9,0.38,0.0,0.12,1.4,72.0,13.0,6.1,14.0,Traveller's Tales,E10+
Sonic Advance 3,GBA,2004,Platform,THQ,0.74,0.52,0.08,0.06,1.4,79.0,30.0,8.4,34.0,Dimps Corporation,E
Colin McRae Rally 3,PS2,2002,Racing,Codemasters,0.03,1.05,0.02,0.3,1.4,86.0,25.0,7.7,24.0,Codemasters,E
Madden NFL 2002,PS,2001,Sports,Electronic Arts,0.78,0.53,0.0,0.09,1.39,88.0,9.0,8,7.0,EA Sports,E
Forza Horizon 2,XOne,2014,Racing,Microsoft Game Studios,0.5,0.78,0.01,0.11,1.39,86.0,85.0,8.2,976.0,Playground Games,E10+
Dynasty Warriors 5,PS2,2005,Action,Tecmo Koei,0.24,0.18,0.91,0.06,1.39,69.0,29.0,8.8,68.0,Omega Force,T
Injustice: Gods Among Us,X360,2013,Fighting,Warner Bros. Interactive Entertainment,0.97,0.3,0.0,0.11,1.38,81.0,63.0,7.9,362.0,NetherRealm Studios,T
Far Cry 2,PS3,2008,Action,Ubisoft,0.43,0.69,0.01,0.26,1.38,85.0,49.0,6.4,241.0,Ubisoft Montreal,M
True Crime: Streets of LA,XB,2003,Action,Activision,0.96,0.37,0.0,0.05,1.38,77.0,39.0,7.8,28.0,Luxoflux Inc.,M
Paper Mario,N64,2000,Role-Playing,Nintendo,0.58,0.18,0.59,0.02,1.38,93.0,15.0,9.2,243.0,Intelligent Systems,E
Ryse: Son of Rome,XOne,2013,Action,Microsoft Game Studios,0.83,0.43,0.0,0.13,1.38,60.0,77.0,6,1402.0,Crytek,M
Sonic Generations,X360,2011,Platform,Sega,0.71,0.53,0.0,0.13,1.38,77.0,49.0,8.3,340.0,Sega Sonic Team,E
Dave Mirra Freestyle BMX 2,PS2,2001,Sports,Acclaim Entertainment,0.67,0.53,0.0,0.18,1.38,81.0,21.0,8.1,18.0,Z-Axis Ltd.,T
Bakugan: Battle Brawlers,DS,2009,Action,Activision,1.26,0.02,0.0,0.1,1.38,60.0,6.0,6.7,7.0,Now Production,E
LEGO Indiana Jones: The Original Adventures,PS2,2008,Action,LucasArts,0.6,0.01,0.0,0.76,1.37,77.0,12.0,8.4,16.0,Traveller's Tales,E10+
Final Fantasy XII: Revenant Wings,DS,2007,Role-Playing,Square Enix,0.33,0.41,0.54,0.1,1.37,81.0,44.0,6.1,60.0,Square Enix Think and Feel,E10+
Deus Ex: Human Revolution,X360,2011,Shooter,Square Enix,0.76,0.47,0.02,0.12,1.37,89.0,70.0,8.3,683.0,Eidos Montreal,M
Call of Duty: Black Ops,Wii,2010,Shooter,Activision,0.8,0.45,0.0,0.12,1.37,80.0,25.0,5.8,87.0,Treyarch,M
Deus Ex: Human Revolution,PS3,2011,Shooter,Square Enix,0.5,0.59,0.07,0.22,1.37,89.0,50.0,8.2,682.0,Eidos Montreal,M
Star Wars Knights of the Old Republic II: The Sith Lords,XB,2004,Role-Playing,Activision,0.99,0.33,0.0,0.05,1.37,86.0,67.0,8.6,139.0,Obsidian Entertainment,T
The Sims 2,PSP,2005,Simulation,Electronic Arts,0.49,0.55,0.0,0.33,1.36,65.0,17.0,6.9,32.0,Maxis,T
Dead Rising 2,PS3,2010,Action,Capcom,0.43,0.56,0.15,0.21,1.36,80.0,54.0,6.7,178.0,Blue Castle Games,M
Ridge Racer 7,PS3,2006,Racing,Namco Bandai Games,0.24,0.7,0.16,0.26,1.36,78.0,45.0,7.1,52.0,Namco Bandai Games,E
Tom Clancy's Ghost Recon 2,XB,2004,Shooter,Ubisoft,0.86,0.45,0.0,0.06,1.36,80.0,53.0,8.9,58.0,Red Storm Entertainment,T
Need for Speed: The Run,X360,2011,Action,Electronic Arts,0.63,0.57,0.0,0.15,1.36,68.0,65.0,6,160.0,Black Box,T
Crash Bandicoot 2: N-Tranced,GBA,2003,Platform,Vivendi Games,0.63,0.66,0.0,0.07,1.36,75.0,21.0,7.8,30.0,Vicarious Visions,E
Mortal Kombat X,XOne,2015,Fighting,Warner Bros. Interactive Entertainment,1.01,0.21,0.0,0.14,1.36,86.0,21.0,7.3,279.0,Warner Bros. Interactive Entertainment NetherRealm Studios,M
Yoshi's New Island,3DS,2014,Platform,Nintendo,0.47,0.51,0.28,0.09,1.36,64.0,71.0,6.1,155.0,Arzest,E
Titanfall,X360,2014,Shooter,Electronic Arts,0.87,0.34,0.02,0.13,1.36,83.0,21.0,5.9,371.0,Bluepoint Games,M
Dead to Rights,PS2,2002,Shooter,Electronic Arts,0.67,0.52,0.0,0.17,1.36,73.0,20.0,8.9,36.0,Namco,M
WWE '13,PS3,2012,Action,THQ,0.51,0.6,0.0,0.25,1.35,76.0,24.0,8.1,99.0,THQ,T
Hasbro Family Game Night 2,Wii,2009,Misc,Electronic Arts,0.7,0.52,0.0,0.13,1.35,63.0,16.0,6.3,6.0,Electronic Arts,E
Gardening Mama,DS,2009,Puzzle,505 Games,0.79,0.42,0.01,0.13,1.35,60.0,17.0,9.3,4.0,Taito Corporation,E
Burnout Paradise,X360,2008,Racing,Electronic Arts,0.63,0.57,0.01,0.14,1.35,88.0,68.0,6.9,277.0,Criterion Games,E10+
MotorStorm: Pacific Rift,PS3,2008,Racing,Sony Computer Entertainment,0.43,0.65,0.02,0.25,1.35,82.0,63.0,8,318.0,Evolution Studios,T
Samurai Warriors,PS2,2004,Action,Electronic Arts,0.22,0.05,1.06,0.02,1.35,73.0,37.0,8.7,23.0,Omega Force,T
Middle-Earth: Shadow of Mordor,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.72,0.5,0.01,0.12,1.35,87.0,12.0,8,584.0,Monolith Productions,M
FIFA Soccer 08,PSP,2007,Sports,Electronic Arts,0.2,0.76,0.0,0.39,1.35,79.0,7.0,7.4,15.0,EA Canada,E
FIFA Soccer 09,PSP,2008,Sports,Electronic Arts,0.23,0.73,0.02,0.37,1.35,84.0,8.0,8.9,21.0,EA Canada,E
FIFA Soccer 08,X360,2007,Sports,Electronic Arts,0.31,0.89,0.01,0.14,1.35,82.0,43.0,7.9,57.0,EA Canada,E
Test Drive,PS2,2002,Racing,Atari,0.95,0.21,0.01,0.18,1.34,73.0,19.0,7.3,22.0,Pitbull Syndicate,T
Devil May Cry 4,X360,2008,Action,Capcom,0.79,0.34,0.08,0.13,1.34,84.0,61.0,8.1,247.0,Capcom,M
Tom Clancy's Rainbow Six: Vegas 2,PS3,2008,Shooter,Ubisoft,0.66,0.44,0.04,0.21,1.34,81.0,32.0,7.9,93.0,Ubisoft Montreal,M
Battlefield 4,PC,2013,Shooter,Electronic Arts,0.38,0.86,0.0,0.1,1.34,81.0,52.0,6,3512.0,EA DICE,M
Marvel vs. Capcom 3: Fate of Two Worlds,PS3,2011,Fighting,Capcom,0.81,0.28,0.11,0.14,1.34,84.0,56.0,7.3,147.0,Capcom,T
Chrono Trigger,DS,2008,Role-Playing,Square Enix,0.61,0.16,0.49,0.08,1.34,92.0,57.0,8.9,434.0,TOSE,E10+
Crysis 2,X360,2011,Action,Electronic Arts,0.71,0.49,0.02,0.12,1.34,84.0,72.0,7.5,533.0,Crytek,M
Doom 3,XB,2005,Shooter,Activision,0.85,0.43,0.0,0.06,1.34,88.0,71.0,7.4,114.0,Vicarious Visions,M
F1 2010,PS3,2010,Racing,Codemasters,0.25,0.75,0.08,0.26,1.34,84.0,46.0,7.8,83.0,Codemasters Birmingham,E
Monster Hunter Freedom,PSP,2005,Role-Playing,Capcom,0.24,0.03,1.03,0.04,1.34,71.0,34.0,8.6,78.0,Capcom,T
Donkey Kong Jungle Beat,GC,2004,Platform,Nintendo,0.84,0.22,0.24,0.04,1.34,80.0,49.0,8.3,30.0,Nintendo,E10+
Need for Speed Carbon,PS2,2006,Racing,Electronic Arts,1.22,0.05,0.05,0.01,1.34,74.0,26.0,8.4,60.0,EA Canada,E10+
Lost Planet: Extreme Condition,X360,2006,Shooter,Capcom,1.09,0.04,0.1,0.1,1.34,79.0,76.0,7.1,187.0,Capcom,T
Max Payne 2: The Fall of Max Payne,PS2,2003,Shooter,Take-Two Interactive,0.65,0.51,0.0,0.17,1.34,73.0,27.0,8.2,63.0,Rockstar Vienna,M
Battlefield: Bad Company,PS3,2008,Shooter,Electronic Arts,0.76,0.35,0.05,0.18,1.34,84.0,50.0,8.1,202.0,EA DICE,T
MVP Baseball 2004,PS2,2004,Sports,Electronic Arts,1.1,0.06,0.0,0.18,1.34,90.0,28.0,8.6,51.0,EA Sports,E
Metroid: Other M,Wii,2010,Action,Nintendo,0.85,0.26,0.13,0.09,1.33,79.0,71.0,6.6,481.0,Team Ninja,T
Alan Wake,X360,2010,Action,Microsoft Game Studios,0.66,0.5,0.05,0.13,1.33,83.0,100.0,8.1,1154.0,Remedy Entertainment,T
Metroid Prime 2: Echoes,GC,2004,Shooter,Nintendo,0.87,0.35,0.07,0.04,1.33,92.0,60.0,8.8,276.0,Retro Studios,T
Corvette,PS2,2004,Racing,TDK Mediactive,0.65,0.51,0.0,0.17,1.33,57.0,15.0,6.5,21.0,Steel Monkeys,E
WWE SmackDown vs Raw 2008,PS3,2007,Fighting,THQ,0.62,0.49,0.01,0.2,1.33,74.0,27.0,7.3,41.0,Yuke's,T
Grand Theft Auto: Chinatown Wars,DS,2009,Action,Take-Two Interactive,0.58,0.56,0.05,0.14,1.32,93.0,85.0,8.3,281.0,Rockstar Leeds,M
UFC Undisputed 2010,X360,2010,Fighting,THQ,0.9,0.31,0.0,0.11,1.32,84.0,70.0,6.7,80.0,Yuke's,T
Skylanders SWAP Force,X360,2013,Platform,Activision,0.86,0.34,0.0,0.12,1.32,83.0,37.0,5.9,44.0,Vicarious Visions,E10+
World of Warcraft: Wrath of the Lich King,PC,2008,Role-Playing,Activision,0.01,0.13,0.0,1.18,1.32,91.0,47.0,7.5,927.0,Blizzard Entertainment,T
NFL 2K3,PS2,2002,Sports,Atari,1.06,0.08,0.0,0.18,1.32,93.0,20.0,7.4,25.0,Visual Concepts,E
Assassin's Creed III: Liberation,PSV,2012,Action,Ubisoft,0.53,0.48,0.06,0.24,1.32,70.0,71.0,7.2,317.0,Ubisoft,M
Your Shape: Fitness Evolved,X360,2010,Sports,Ubisoft,0.79,0.41,0.0,0.11,1.32,73.0,32.0,7.5,25.0,Ubisoft Montreal,E
Tom Clancy's Rainbow Six: Siege,XOne,2015,Shooter,Ubisoft,0.75,0.45,0.0,0.12,1.32,74.0,24.0,6.8,249.0,Ubisoft Montreal,M
Need for Speed Underground Rivals,PSP,2005,Racing,Electronic Arts,0.69,0.37,0.02,0.24,1.32,74.0,36.0,8.5,38.0,Team Fusion,E
Rage,PS3,2011,Shooter,Bethesda Softworks,0.47,0.58,0.06,0.2,1.31,81.0,37.0,6.2,353.0,id Software,M
Rise of the Tomb Raider,XOne,2015,Adventure,Square Enix,0.54,0.65,0.02,0.1,1.31,86.0,102.0,8,1282.0,Crystal Dynamics,M
Madagascar,PS2,2005,Platform,Activision,0.78,0.45,0.0,0.07,1.31,69.0,25.0,7.4,25.0,Toys for Bob,E10+
Call of Duty: Infinite Warfare,XOne,2016,Shooter,Activision,0.85,0.34,0.0,0.12,1.31,78.0,17.0,3.1,271.0,Infinity Ward,M
Turok: Evolution,PS2,2002,Shooter,Acclaim Entertainment,0.64,0.5,0.0,0.17,1.31,61.0,20.0,7.3,27.0,Acclaim,M
[Prototype],X360,2009,Action,Activision,0.84,0.35,0.0,0.12,1.31,78.0,83.0,7.8,356.0,Radical Entertainment,M
LEGO Harry Potter: Years 1-4,PS3,2010,Action,Warner Bros. Interactive Entertainment,0.55,0.55,0.0,0.2,1.31,79.0,42.0,8,52.0,Traveller's Tales,E10+
Burnout 3: Takedown,XB,2004,Racing,Electronic Arts,0.84,0.43,0.0,0.04,1.31,94.0,76.0,7.2,138.0,Criterion Games,T
The Beatles: Rock Band,X360,2009,Misc,MTV Games,0.97,0.23,0.0,0.11,1.3,89.0,76.0,8.6,127.0,Harmonix Music Systems,T
NBA Live 07,PS2,2006,Sports,Electronic Arts,1.07,0.04,0.02,0.17,1.3,63.0,12.0,6,39.0,EA Sports,E
SingStar '80s,PS2,2005,Misc,Sony Computer Entertainment,0.27,0.02,0.0,1.02,1.3,78.0,22.0,8.3,6.0,SCEA,T
Skylanders Giants,X360,2012,Action,Activision,0.75,0.44,0.0,0.11,1.3,80.0,35.0,6.6,38.0,Toys for Bob,E10+
Tekken 6,X360,2009,Fighting,Namco Bandai Games,0.71,0.41,0.05,0.12,1.3,80.0,59.0,7,132.0,Namco Bandai Games America Namco Bandai Games,T
Pokemon Ranger: Guardian Signs,DS,2010,Role-Playing,Nintendo,0.5,0.16,0.58,0.05,1.29,68.0,25.0,8.2,25.0,Creatures Inc.,E
LEGO Batman: The Videogame,PS3,2008,Action,Warner Bros. Interactive Entertainment,0.72,0.39,0.0,0.19,1.29,75.0,24.0,7.7,33.0,Traveller's Tales,E10+
Pirates of the Caribbean: The Curse of the Black Pearl,GBA,2003,Platform,TDK Mediactive,0.93,0.34,0.0,0.02,1.29,49.0,10.0,6.2,5.0,Pocket Studios,E
Deal or No Deal,Wii,2009,Misc,Zoo Games,1.2,0.0,0.0,0.09,1.29,56.0,4.0,5,5.0,Artefacts Studio,E
Transformers,PS2,2004,Shooter,Atari,0.63,0.49,0.0,0.16,1.29,75.0,51.0,8.6,27.0,Melbourne House,T
Crysis 2,PS3,2011,Action,Electronic Arts,0.45,0.56,0.06,0.21,1.29,85.0,54.0,7.2,405.0,Crytek,M
Namco Museum DS,DS,2007,Misc,Atari,1.13,0.01,0.06,0.09,1.29,67.0,19.0,5.9,8.0,M2,E
EA Playground,Wii,2007,Sports,Electronic Arts,0.68,0.47,0.0,0.13,1.29,66.0,32.0,7.6,30.0,EA Canada,E
Sonic Colors,DS,2010,Platform,Sega,0.69,0.47,0.01,0.12,1.29,79.0,26.0,7.9,65.0,Dimps Corporation,E
Assassin's Creed Syndicate,XOne,2015,Action,Ubisoft,0.61,0.56,0.0,0.11,1.28,78.0,22.0,6.1,401.0,Ubisoft Quebec,M
Assassin's Creed: Rogue,PS3,2014,Action,Ubisoft,0.46,0.56,0.06,0.2,1.28,72.0,53.0,7.5,290.0,Ubisoft Sofia,M
Yoshi's Woolly World,WiiU,2015,Platform,Nintendo,0.6,0.47,0.11,0.1,1.28,78.0,83.0,8.5,374.0,Good-Feel,E
Champions of Norrath,PS2,2004,Role-Playing,Sony Online Entertainment,0.63,0.49,0.0,0.16,1.28,85.0,51.0,8.4,57.0,Snowblind Studios,T
Manhunt,PS2,2003,Action,Take-Two Interactive,0.63,0.49,0.0,0.16,1.28,76.0,47.0,8.4,135.0,Rockstar North,M
Need for Speed Carbon,Wii,2006,Racing,Electronic Arts,0.45,0.66,0.02,0.15,1.28,67.0,21.0,7.3,26.0,EA Canada,E10+
Silent Hill 2,PS2,2001,Action,Konami Digital Entertainment,0.62,0.49,0.0,0.16,1.28,89.0,34.0,8.9,551.0,KCET,M
The Elder Scrolls Online,XOne,2015,Role-Playing,Bethesda Softworks,0.78,0.38,0.0,0.12,1.27,77.0,11.0,8.4,614.0,ZeniMax Media,M
Dying Light,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.85,0.3,0.01,0.12,1.27,74.0,26.0,7.8,384.0,Techland,M
Castlevania: Symphony of the Night,PS,1997,Platform,Konami Digital Entertainment,0.58,0.4,0.21,0.08,1.27,93.0,12.0,9.4,354.0,Konami,T
Guitar Hero: Aerosmith,Wii,2008,Misc,Activision,1.03,0.14,0.0,0.1,1.27,73.0,16.0,7.2,19.0,Vicarious Visions,T
The Sims 2: Nightlife,PC,2005,Simulation,Electronic Arts,1.22,0.05,0.0,0.0,1.27,76.0,31.0,6.6,71.0,Maxis,T
LEGO Batman: The Videogame,PS2,2008,Action,Warner Bros. Interactive Entertainment,0.72,0.03,0.0,0.52,1.27,77.0,8.0,8.9,17.0,Traveller's Tales,E10+
Kid Icarus: Uprising,3DS,2012,Action,Nintendo,0.48,0.35,0.36,0.07,1.27,83.0,75.0,8.7,484.0,Opus Project Sora,E10+
Pokemon Mystery Dungeon: Gates to Infinity,3DS,2012,Role-Playing,Nintendo,0.44,0.29,0.47,0.07,1.27,59.0,46.0,6.3,134.0,Nintendo Spike Chunsoft,E
NBA 2K9,X360,2008,Sports,Take-Two Interactive,1.0,0.16,0.0,0.11,1.27,84.0,32.0,7.2,44.0,Visual Concepts,E
Tony Hawk's Underground,XB,2003,Sports,Activision,0.85,0.37,0.0,0.05,1.27,85.0,33.0,9.1,26.0,Neversoft Entertainment,T
Dark Souls II,PS3,2014,Role-Playing,Namco Bandai Games,0.4,0.33,0.4,0.15,1.27,91.0,69.0,8.1,1105.0,From Software,T
The Witcher 3: Wild Hunt,XOne,2015,Role-Playing,Namco Bandai Games,0.67,0.48,0.0,0.11,1.27,91.0,13.0,9.2,3957.0,CD Projekt Red Studio,M
.hack//Infection Part 1,PS2,2002,Role-Playing,Atari,0.49,0.38,0.26,0.13,1.27,75.0,35.0,8.5,60.0,CyberConnect2,T
Metal Gear Solid V: Ground Zeroes,PS4,2014,Action,Konami Digital Entertainment,0.45,0.47,0.17,0.18,1.27,75.0,70.0,6.2,1308.0,Kojima Productions,M
Jillian Michaels' Fitness Ultimatum 2009,Wii,2008,Sports,Deep Silver,0.96,0.2,0.0,0.11,1.27,30.0,4.0,2,23.0,3G Studios,E
Valkyria Chronicles,PS3,2008,Role-Playing,Sega,0.71,0.19,0.24,0.13,1.27,86.0,60.0,8.6,432.0,Sega,T
WWE '12,X360,2011,Fighting,THQ,0.74,0.4,0.0,0.12,1.27,71.0,52.0,6.3,89.0,Yuke's,T
Sonic Adventure DX: Director's Cut,GC,2003,Platform,Sega,0.87,0.3,0.06,0.03,1.27,57.0,27.0,7.9,136.0,Sonic Team,E
Battle Arena Toshinden,PS,1994,Fighting,Sony Computer Entertainment,0.39,0.26,0.53,0.08,1.27,69.0,4.0,6.3,4.0,Tamsoft,T
WWE '13,X360,2012,Action,THQ,0.72,0.44,0.0,0.11,1.27,78.0,46.0,8,110.0,THQ Yuke's,T
Final Fantasy X / X-2 HD Remaster,PS3,2013,Role-Playing,Square Enix,0.43,0.36,0.32,0.16,1.27,85.0,50.0,8.5,331.0,Virtuos,T
Need for Speed Rivals,PS3,2013,Racing,Electronic Arts,0.33,0.69,0.05,0.19,1.26,80.0,6.0,4.9,123.0,Ghost Games,E10+
The LEGO Movie Videogame,X360,2014,Action,Warner Bros. Interactive Entertainment,0.69,0.47,0.0,0.11,1.26,69.0,8.0,7.2,26.0,TT Games,E10+
EA Sports Active 2,Wii,2010,Sports,Electronic Arts,0.76,0.39,0.0,0.11,1.26,79.0,8.0,8.1,22.0,EA Canada,E
Rockstar Games presents Table Tennis,Wii,2007,Sports,Take-Two Interactive,0.39,0.72,0.0,0.15,1.26,68.0,36.0,5.8,21.0,Rockstar San Diego,E
Football Manager 2011,PC,2010,Sports,Sega,0.0,1.01,0.0,0.25,1.26,85.0,23.0,8.4,77.0,Sports Interactive,E
Tamagotchi Connection: Corner Shop,DS,2005,Simulation,Atari,0.1,0.02,1.12,0.01,1.26,59.0,20.0,7.7,6.0,NanaOn-Sha,E
Tomb Raider: Underworld,PS3,2008,Action,Eidos Interactive,0.45,0.55,0.05,0.22,1.26,75.0,42.0,7.2,166.0,Nixxes Software,T
NBA Live 2001,PS,2000,Sports,Electronic Arts,0.7,0.47,0.0,0.08,1.25,86.0,10.0,8,6.0,EA Sports,E
Star Wars: The Force Unleashed,PS2,2008,Action,LucasArts,0.49,0.0,0.01,0.75,1.25,68.0,7.0,7.4,33.0,Krome Studios,T
Saints Row IV,PS3,2013,Action,Deep Silver,0.56,0.41,0.09,0.19,1.25,76.0,26.0,6.3,278.0,Volition Inc.,M
Fallout 4,PC,2015,Role-Playing,Bethesda Softworks,0.5,0.65,0.0,0.1,1.25,84.0,38.0,5.4,7480.0,Bethesda Game Studios,M
SOCOM: U.S. Navy SEALs Confrontation,PS3,2008,Shooter,Sony Computer Entertainment,0.94,0.16,0.02,0.13,1.25,63.0,64.0,6.9,223.0,Slant Six,M
Need for Speed: Most Wanted,X360,2005,Racing,Electronic Arts,1.0,0.13,0.02,0.1,1.25,83.0,54.0,8.5,134.0,EA Canada,T
Pokemon XD: Gale of Darkness,GC,2005,Role-Playing,Nintendo,0.71,0.19,0.31,0.03,1.25,64.0,27.0,8.3,74.0,Genius Sonority Inc.,E
LEGO Battles,DS,2009,Strategy,Warner Bros. Interactive Entertainment,0.77,0.36,0.0,0.11,1.25,65.0,29.0,8.9,51.0,Hellbent Games,E
Black,PS2,2006,Shooter,Electronic Arts,1.01,0.04,0.03,0.16,1.25,79.0,62.0,8.4,193.0,Criterion Games,M
Tom Clancy's Rainbow Six: Vegas,PS3,2007,Shooter,Ubisoft,0.47,0.53,0.03,0.22,1.25,86.0,32.0,7.6,81.0,Ubisoft Montreal,M
RollerCoaster Tycoon 2,PC,2002,Strategy,Atari,1.19,0.05,0.0,0.0,1.25,74.0,22.0,8.5,135.0,Chris Sawyer,E
